Review text,Ratings
Best QualityREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Nice shuttleREAD MORE,Positive Review
OkREAD MORE,Negative Review
ExcellentREAD MORE,Positive Review
Very goodREAD MORE,Positive Review
Durable and pretty smooth while controllingREAD MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Negative Review
Good oneREAD MORE,Positive Review
Very goodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Good quality productREAD MORE,Positive Review
"Nice,READ MORE",Positive Review
Good 😊READ MORE,Positive Review
Gud qualityREAD MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
WorstREAD MORE,Negative Review
GoodREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Worst product no qulityREAD MORE,Negative Review
GoodREAD MORE,Positive Review
"Awesome.,..got at such a price.....thank you so much flipkartREAD MORE",Positive Review
GoodREAD MORE,Positive Review
Very nice productsREAD MORE,Positive Review
As expected. Thank youREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Using this product Mavis 350 for years . But this time very poor quality shuttles received..READ MORE,Negative Review
Very niceREAD MORE,Positive Review
Not good no variginalREAD MORE,Negative Review
Very good.. recommendedREAD MORE,Positive Review
The best yonexREAD MORE,Positive Review
Nice og productREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Bad quality productREAD MORE,Negative Review
GoodREAD MORE,Positive Review
Worst products not buy online shop yonex mavis 350READ MORE,Negative Review
Supr 👍READ MORE,Positive Review
The shuttles are very nice. Nothing to complain aboutREAD MORE,Positive Review
NiceREAD MORE,Positive Review
There is no debate these are the best in the market but are always out of stockREAD MORE,Positive Review
It is excellent item. Good performanceREAD MORE,Positive Review
Very nice n original productREAD MORE,Positive Review
Very good shuttleREAD MORE,Positive Review
GoodREAD MORE,Negative Review
Good productREAD MORE,Positive Review
This is really nice as I use this for a long time and particularly from this seller - BPTLREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Original productREAD MORE,Positive Review
Good priduct qualityREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Not badREAD MORE,Positive Review
"Very worst product, each shuttle not lasting for a single matchREAD MORE",Negative Review
Very nice productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
This price segment one of the best shuttle by Yonex I'm used this product last 4year experience best this segment ☺️READ MORE,Positive Review
"These are fake shuttles, and didn't even last a day, each shuttle was broken in the same manner, the bottom cork kept breaking without even damaging the skirt or without any notable wear and tear caused while playing.READ MORE",Negative Review
Super productREAD MORE,Positive Review
SuperREAD MORE,Positive Review
received original quality..durability is pretty good.. got original Mavis 350 ..thanksREAD MORE,Positive Review
Attrocious.  Product was not worth.  Please avoid selling such item to sustain in market.READ MORE,Negative Review
The product although satisfies it's quality.READ MORE,Positive Review
Good qualityREAD MORE,Positive Review
OkayREAD MORE,Positive Review
Durable productREAD MORE,Positive Review
Quality not adequateREAD MORE,Negative Review
Good onesREAD MORE,Positive Review
Nice shuttleREAD MORE,Positive Review
Best produce 100% genuineREAD MORE,Positive Review
GoodREAD MORE,Positive Review
"Mavis 350 shuttlecock is best but the product i received was not original. Maybe this is the fault of the supplier. We could play one or two games (basic, intermediate) using one shuttlecock but with the original shuttlecock we could play a 10 15 match. So be careful when you are buying.READ MORE",Negative Review
Very good productREAD MORE,Positive Review
"Worst quality, i never expected this from Flipkart.READ MORE",Negative Review
GoodREAD MORE,Positive Review
Genuine shuttles and hence trusted sellerREAD MORE,Positive Review
Very geniune product and more durable thanks for flipkartREAD MORE,Positive Review
Original shuttles ni doubtREAD MORE,Positive Review
Great dealREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Very Good for daily use. If price was around 500. It would have been goodREAD MORE,Negative Review
Quality of the shuttle is comes downREAD MORE,Negative Review
Very nice productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Great comboREAD MORE,Positive Review
GoodREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
Worst Quality it's not the fault of Yonex but this hera pheri is done by Flipkart facility centre it's fare with costumer it's loss of time and moneyREAD MORE,Negative Review
"Good Product.  Thanks, flipkart, for fastest deliveryREAD MORE",Positive Review
The product was with low quality. Waste of moneyREAD MORE,Negative Review
Super quality and worth for moneyREAD MORE,Positive Review
We always prefer this one 🏸READ MORE,Positive Review
Product is goodREAD MORE,Positive Review
Very good quality.READ MORE,Positive Review
"The shuttles was excellent , many are thinking that the shuttles which we are buying can be develivered as a duplicate ones but they are real.READ MORE",Positive Review
Really goodREAD MORE,Positive Review
Good 👍🏻READ MORE,Positive Review
SuperREAD MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
It is original one and one day delivery within 24hrsREAD MORE,Positive Review
It will become damaged after two gamesREAD MORE,Negative Review
Nice but 10game after loose corkREAD MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Not goodREAD MORE,Negative Review
GoodREAD MORE,Negative Review
"After 2 ,3 games it is spinningREAD MORE",Negative Review
GoodREAD MORE,Positive Review
It's not good..READ MORE,Negative Review
NiceREAD MORE,Positive Review
Very goodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Nice not goodREAD MORE,Negative Review
BadREAD MORE,Negative Review
SuperbREAD MORE,Positive Review
GoodREAD MORE,Positive Review
As usual best in marketREAD MORE,Positive Review
Excellent shuttles for intermediate players in indoorREAD MORE,Positive Review
Quality of this product become poor when we buying from flipkart...nit recommendedREAD MORE,Negative Review
NiceREAD MORE,Positive Review
Worst qualityREAD MORE,Negative Review
GoodREAD MORE,Positive Review
Worth of CostREAD MORE,Positive Review
SuparREAD MORE,Positive Review
GoodREAD MORE,Positive Review
best in marketREAD MORE,Positive Review
It is very good product it is better than other Yonex suttle in the range of 1100 aproxREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Nice good QualityREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Excellent productREAD MORE,Positive Review
Good sbuttle's👍🏻READ MORE,Positive Review
Good but delivery date is lateREAD MORE,Positive Review
"Product are good only, but we received the stocks ,which is 3-4 month befor manufactured.READ MORE",Negative Review
Great product. Timely deliveryREAD MORE,Positive Review
GoodREAD MORE,Positive Review
The bestREAD MORE,Positive Review
Best qualityREAD MORE,Positive Review
My daughter is happy n dilivary  boy behavior is very goodREAD MORE,Positive Review
Very Light Weight compare to offline productsREAD MORE,Negative Review
Very good qualityREAD MORE,Positive Review
NiceREAD MORE,Positive Review
good productREAD MORE,Positive Review
Good oneREAD MORE,Positive Review
"The mavis 350 nylon shuttle quality is poor, it lost its shape within two matches of playREAD MORE",Negative Review
Fantastic Product and Absolutely amazed by the pricing of this and the speedy delivery within 2 days to my doorstep.😃READ MORE,Positive Review
AwesomeREAD MORE,Positive Review
Nice product good quality some pics are very slowREAD MORE,Negative Review
NiceREAD MORE,Positive Review
Very nice shuttleREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Very goodREAD MORE,Positive Review
Very goodREAD MORE,Negative Review
Ok goodREAD MORE,Positive Review
Good to playREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
Not badREAD MORE,Negative Review
Value for money bad productREAD MORE,Negative Review
It lasted only 2 3 hours of play.READ MORE,Negative Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Good productREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Good playREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
Very nice must buy..READ MORE,Positive Review
Faster than the shuttle I bought from shop. Getting spoilt in an hour game and all shots go out of court.READ MORE,Negative Review
Good productREAD MORE,Positive Review
Not the best...READ MORE,Negative Review
ExcellentREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Shuttle getting damaged in a single gameREAD MORE,Negative Review
